domain	url	http_code	domain_whois_created	domain_whois_changed	domain_whois_expires	domain_internet_archive_created	domain_moz_domain_authority	domain_moz_mozrank	links	external_equity_links	document_html_length	document_text_length	document_text_to_html_ratio	document_html_meta_title_length	document_html_meta_description_length	document_html_meta_keyword_length	document_links_count	document_links_attr_follow_count	document_links_attr_nofollow_count	document_website_links_attr_follow_count	document_website_links_attr_nofollow_count	document_link_distribution_range_1	document_link_distribution_range_2	document_link_distribution_range_3	document_link_distribution_range_4	document_link_distribution_range_5	document_website_link_distribution_range_1	document_website_link_distribution_range_2	document_website_link_distribution_range_3	document_website_link_distribution_range_4	document_website_link_distribution_range_5	document_external_link_distribution_range_1	document_external_link_distribution_range_2	document_external_link_distribution_range_3	document_external_link_distribution_range_4	document_external_link_distribution_range_5	document_performance_total_time	document_performance_speed_download	document_security_google_safe_browsing
www.emigrantki.com	http://www.emigrantki.com/trudny-porod-i-jego-konsekwencje-t1955-80.html	200	NULL	NULL	NULL	2012-08-13 03:55:34.0000	19.0566	4.6433	1901.0000	1344.0000	49934	11205	22.4396	112	182	95	97	97	0	1	0	17	17	16	22	17	NULL	1	NULL	NULL	NULL	1	3	NULL	3	6	1.4299	34921	0
www.emo-forum.pl	http://www.emo-forum.pl/members.htm?letter=b&order=ASC	200	NULL	NULL	NULL	2008-05-08 18:49:17.0000	36.1121	4.0918	50.0000	3.0000	93635	3795	4.0530	74	176	98	191	159	32	0	1	24	20	19	21	24	NULL	NULL	NULL	1	NULL	9	8	6	9	8	0.4330	216238	0
www.eniyihekim.com	http://www.eniyihekim.com/hakkimizda	200	NULL	NULL	NULL	2010-07-18 07:27:36.0000	33.2618	5.3143	884.0000	129.0000	68542	3676	5.3631	54	150	0	35	35	0	1	0	25	8	NULL	NULL	2	1	NULL	NULL	NULL	NULL	19	5	NULL	NULL	NULL	2.8322	24201	0
www.enovatis.pl	http://www.enovatis.pl/	200	NULL	NULL	NULL	2010-11-19 03:31:35.0000	15.4398	3.7342	35.0000	13.0000	3432	1038	30.2448	23	0	0	6	6	0	1	0	NULL	NULL	1	1	4	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	3	0.3248	10567	0
www.epuls.pl	http://www.epuls.pl/fw/2236224/	200	NULL	NULL	NULL	2002-11-06 10:43:59.0000	NULL	NULL	NULL	NULL	45632	823	1.8036	12	0	0	182	181	1	0	0	15	57	50	26	30	NULL	NULL	NULL	NULL	NULL	1	NULL	3	NULL	16	0.2669	170944	0
www.epuls.pl	http://www.epuls.pl/fw/2236224/blog-pomocy	200	NULL	NULL	NULL	2002-11-06 10:43:59.0000	NULL	NULL	NULL	NULL	45641	828	1.8142	12	0	0	182	181	1	0	0	15	57	50	26	30	NULL	NULL	NULL	NULL	NULL	1	NULL	3	NULL	16	0.4307	105966	0
www.esist.pl	http://www.esist.pl/	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	15816	2929	18.5192	27	76	0	12	12	0	1	0	2	5	1	3	1	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1	NULL	0.2837	55745	0
www.eskulap.bydgoszcz.pl	http://www.eskulap.bydgoszcz.pl/chirurg_naczyniowy_poznan.htm	200	NULL	NULL	NULL	2004-05-10 17:36:46.0000	22.4082	4.0941	212.0000	97.0000	14555	1302	8.9454	47	47	58	38	38	0	1	0	NULL	5	16	12	5	NULL	1	NULL	NULL	NULL	NULL	1	NULL	1	2	0.5820	25009	0
www.esplan.com.pl	http://www.esplan.com.pl/	200	NULL	NULL	NULL	2001-05-20 20:25:08.0000	16.7567	4.0651	69.0000	4.0000	6564	1002	15.2651	33	0	0	25	25	0	1	0	2	9	NULL	7	7	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	5	0.7818	8396	0
www.esplan.com.pl	http://www.esplan.com.pl/home.html?lang=en	200	NULL	NULL	NULL	2001-05-20 20:25:08.0000	16.7567	4.0651	69.0000	4.0000	6500	936	14.4000	42	0	0	25	25	0	1	0	2	9	NULL	7	7	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	5	0.4776	13608	0
www.esplan.pl	http://www.esplan.pl/hauptpage.html	200	NULL	NULL	NULL	2007-03-11 19:03:31.0000	14.4055	4.2312	73.0000	13.0000	4727	323	6.8331	48	0	0	16	16	0	1	0	1	7	2	2	4	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	2	3	0.2353	20086	0
www.esplan.pl	http://www.esplan.pl/home.html	200	NULL	NULL	NULL	2007-03-11 19:03:31.0000	14.4055	4.2312	73.0000	13.0000	4701	323	6.8709	42	0	0	16	16	0	1	0	1	7	2	2	4	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	2	3	0.5401	8704	0
www.estart.pl	http://www.estart.pl/	200	NULL	NULL	NULL	2001-04-18 22:22:07.0000	33.6520	4.9891	1421.0000	1378.0000	32958	4564	13.8479	26	75	70	245	245	0	1	0	18	69	75	49	33	NULL	1	NULL	NULL	NULL	15	69	75	25	30	0.4199	78495	0
www.eurocamps.net	http://www.eurocamps.net/TURCJA_GRECJA_BULGARIA_YUGOSLAWIA_RUMUNIA_3,4.371_pl.html	200	NULL	NULL	NULL	2001-12-11 17:54:47.0000	36.5472	4.3803	289.0000	96.0000	9761	1119	11.4640	67	0	0	51	51	0	1	0	8	16	18	4	5	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	0.4595	21242	0
www.euskoman.com	http://www.euskoman.com/iron/ranking-lekarzy+11206.htm	200	NULL	NULL	NULL	2004-06-16 17:58:15.0000	23.2063	4.0478	369.0000	64.0000	25533	6841	26.7928	15	195	87	65	55	10	2	0	20	14	2	8	9	NULL	2	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	0.4857	52567	0
www.everestexpedition.pl	http://www.everestexpedition.pl/partnerzy-i-przyjaciele?format=feed&type=rss	200	NULL	NULL	NULL	2013-03-28 23:58:00.0000	17.1989	3.9447	52.0000	11.0000	10304	2856	27.7174	0	0	0	23	23	0	2	0	NULL	2	7	8	6	NULL	1	1	NULL	NULL	NULL	2	7	8	6	1.0993	9373	0
www.evitt.pl	http://www.evitt.pl/jobs-in,Walloon.html	200	NULL	NULL	NULL	2013-05-16 09:04:28.0000	17.9741	3.2233	22.0000	22.0000	8156	2258	27.6851	34	0	0	67	67	0	0	0	11	25	14	9	8	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	0.3251	25089	0
www.evitt.pl	http://www.evitt.pl/jobs,Design%20%20Construct,Sydney.html	200	NULL	NULL	NULL	2013-05-16 09:04:28.0000	17.9741	3.2233	22.0000	22.0000	29209	9741	33.3493	43	0	0	210	210	0	0	0	81	67	23	15	23	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	0.6477	45094	0
www.evitt.pl	http://www.evitt.pl/key,Apache,Albury.html	200	NULL	NULL	NULL	2013-05-16 09:04:28.0000	17.9741	3.2233	22.0000	22.0000	9594	1467	15.2908	21	0	0	145	145	0	0	0	29	31	32	31	22	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4	0.4549	21088	0
www.evitt.pl	http://www.evitt.pl/keywords,K.html	200	NULL	NULL	NULL	2013-05-16 09:04:28.0000	17.9741	3.2233	22.0000	22.0000	24044	7667	31.8874	31	0	0	156	156	0	0	0	34	59	21	17	25	NULL	NULL	NULL	NULL	NULL	NULL	1	4	NULL	NULL	0.5007	48017	0
www.extratour.pl	http://www.extratour.pl/index.php?option=com_content&view=article&id=2&Itemid=7	200	NULL	NULL	NULL	2010-09-13 13:46:39.0000	18.7198	4.8687	112.0000	65.0000	21853	1520	6.9556	0	0	0	37	37	0	0	0	1	NULL	NULL	1	17	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	16	3.9722	5501	0
www.f6s.com	http://www.f6s.com/mybaze	200	NULL	NULL	NULL	NULL	60.1631	6.0605	16127.0000	1500.0000	91030	2408	2.6453	12	0	0	86	86	0	1	0	8	29	6	10	32	NULL	NULL	NULL	1	NULL	NULL	NULL	1	4	NULL	3.2493	28015	0
www.fabrykaspamu.pl	http://www.fabrykaspamu.pl/chowaj-stopki/	200	NULL	NULL	NULL	NULL	44.9212	6.3798	2307.0000	553.0000	56774	7992	14.0769	14	154	7	125	77	48	1	0	21	27	18	15	21	1	NULL	NULL	NULL	NULL	7	10	8	6	1	0.9914	57263	0
www.fabrykaspamu.pl	http://www.fabrykaspamu.pl/indeksacja-javascript-i-flash/	200	NULL	NULL	NULL	NULL	44.9212	6.3798	2307.0000	553.0000	127077	20212	15.9053	29	160	5	270	166	104	0	2	44	38	40	37	53	2	NULL	NULL	NULL	NULL	11	17	26	20	1	0.3998	317852	0
www.fabrykaspamu.pl	http://www.fabrykaspamu.pl/podstawowe-zasady-budow-zaplecza/	200	NULL	NULL	NULL	NULL	44.9212	6.3798	2307.0000	553.0000	118979	22351	18.7857	33	160	4	251	153	98	0	2	42	35	38	34	50	NULL	2	NULL	NULL	NULL	13	17	23	21	1	0.5143	231324	0
www.fachura.blogspot.com	http://www.fachura.blogspot.com/2012_07_01_archive.html	200	NULL	NULL	NULL	2013-04-19 05:34:35.0000	NULL	NULL	NULL	NULL	80656	6850	8.4929	30	40	0	117	112	5	1	0	1	13	31	57	8	NULL	NULL	1	NULL	NULL	NULL	10	25	14	8	0.6806	118500	0
www.fachura.blogspot.com	http://www.fachura.blogspot.com/2012/07/zarabianie-za-pisanie.html	200	NULL	NULL	NULL	2013-04-19 05:34:35.0000	NULL	NULL	NULL	NULL	84198	5074	6.0263	44	0	0	111	106	5	1	0	1	17	20	57	9	NULL	1	NULL	NULL	NULL	NULL	16	12	14	9	0.5133	164024	0
www.fantur.pl	http://www.fantur.pl/	200	NULL	NULL	NULL	2012-09-23 02:49:08.0000	18.3531	4.3149	561.0000	558.0000	3309	170	5.1375	92	0	0	9	9	0	1	0	NULL	2	4	2	1	NULL	NULL	1	NULL	NULL	NULL	NULL	4	NULL	1	0.1933	17122	0
www.fastpc.pl	http://www.fastpc.pl/thread-1879-post-32503.html	200	NULL	NULL	NULL	2007-08-09 03:57:12.0000	NULL	NULL	NULL	NULL	65372	10073	15.4087	21	0	0	134	123	11	1	0	25	17	22	20	9	NULL	NULL	NULL	1	NULL	5	4	8	5	3	0.2606	250900	0
www.favore.pl	http://www.favore.pl/	200	NULL	NULL	NULL	2007-06-03 14:20:16.0000	55.2805	5.8277	228377.0000	218992.0000	91151	13362	14.6592	64	151	66	262	257	5	1	0	68	35	39	49	71	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	9	0.4642	196377	0
www.fenomendomen.blogspot.com	http://www.fenomendomen.blogspot.com/	200	NULL	NULL	NULL	2011-12-26 00:24:58.0000	92.4711	0.0000	0.0000	0.0000	115365	36734	31.8415	13	0	0	204	182	22	1	0	47	60	29	34	10	NULL	NULL	NULL	NULL	1	7	18	14	22	10	0.3696	312164	0
www.fineon.za.pl	http://www.fineon.za.pl/	200	NULL	NULL	NULL	NULL	53.2720	0.0000	0.0000	0.0000	13240	1000	7.5529	0	0	0	53	53	0	1	0	6	15	6	6	20	NULL	NULL	NULL	NULL	1	2	5	4	4	20	0.1878	70497	0
www.firmy.btje.pl	http://www.firmy.btje.pl/tag/gry%20przegl%C4%85darkowe	200	NULL	NULL	NULL	2012-08-30 06:19:02.0000	35.9000	4.6421	5155.0000	2.0000	43771	5770	13.1822	55	62	146	155	113	42	1	0	31	33	37	27	27	1	NULL	NULL	NULL	NULL	NULL	2	17	7	5	0.7383	59286	0
www.firmy.net	http://www.firmy.net/biura-podrozy/wezyr-holidays,PM3HF.html	200	NULL	NULL	NULL	2002-06-04 13:03:56.0000	69.6354	6.6892	68362.0000	11161.0000	36403	4843	13.3038	65	162	69	62	47	15	0	0	4	5	24	25	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	1	0.8048	45234	0
www.firmy.net	http://www.firmy.net/blog/ciasteczka-z-czym-je-jesc-sprawdz-jakie-zmiany-przepisow-zaczna-cie-obowiazywac-od-22-marca-2013-roku.html	200	NULL	NULL	NULL	2002-06-04 13:03:56.0000	69.6354	6.6892	68362.0000	11161.0000	91062	18856	20.7068	126	680	0	76	29	47	0	0	16	9	10	19	20	NULL	NULL	NULL	NULL	NULL	1	9	10	9	1	3.1144	29238	0
www.firmy.net	http://www.firmy.net/blog/popraw-uzytecznosc-swojej-strony-dzieki-audytowi-seo.html	200	NULL	NULL	NULL	2002-06-04 13:03:56.0000	69.6354	6.6892	68362.0000	11161.0000	84233	18886	22.4211	73	0	0	75	34	41	0	1	16	8	9	24	17	NULL	NULL	1	NULL	NULL	2	8	9	5	1	2.8173	29898	0
www.firmy.net	http://www.firmy.net/WFSDV,uslugi-medyczne,X639.html	200	NULL	NULL	NULL	2002-06-04 13:03:56.0000	69.6354	6.6892	68362.0000	11161.0000	30591	3167	10.3527	98	109	241	20	20	0	1	0	2	7	2	6	2	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1	0.6800	44987	0
www.firmy.net	http://www.firmy.net/zdrowie-i-profilaktyka/wieczorek,WFSDV,kontakt.html	200	NULL	NULL	NULL	2002-06-04 13:03:56.0000	69.6354	6.6892	68362.0000	11161.0000	32660	3403	10.4195	93	164	196	21	21	0	2	0	5	5	2	5	3	NULL	NULL	2	NULL	NULL	NULL	NULL	2	NULL	1	0.4322	75567	0
www.fly4free.pl	http://www.fly4free.pl/forum/1-bilet-easy-bus-luton-londyn-luton-21-22-03,17,66613&view=next	200	NULL	NULL	NULL	2010-01-14 01:55:33.0000	47.8618	4.8589	2699.0000	919.0000	142015	17150	12.0762	52	0	0	47	47	0	0	0	17	2	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	1	0.5490	258664	0
www.foreveroffers.net	http://www.foreveroffers.net/poland/wakacje/	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	60335	3389	5.6170	38	0	0	100	95	5	0	1	3	24	26	42	5	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	5	NULL	3.0290	19919	0
www.forma.mpp.pl	http://www.forma.mpp.pl/reklama	200	NULL	NULL	NULL	2001-12-27 11:39:29.0000	37.1746	3.6087	818.0000	1.0000	60115	10751	17.8841	12	201	1602	178	177	1	2	0	15	60	38	22	41	NULL	NULL	NULL	2	NULL	10	4	11	20	14	0.5765	104278	0
www.formeformidable.pl	http://www.formeformidable.pl/szukac-prezentow-swiatecznych/	200	NULL	NULL	NULL	NULL	11.0002	2.3979	3.0000	0.0000	35840	4554	12.7065	83	0	0	59	50	9	1	0	2	NULL	15	21	21	NULL	NULL	1	NULL	NULL	NULL	NULL	4	6	3	1.0907	32859	0
www.forum-borelioza.pl	http://www.forum-borelioza.pl/opinie-beata-herman-ponikwia-t443.html	200	NULL	NULL	NULL	2009-10-25 12:50:03.0000	19.6862	4.1563	487.0000	400.0000	24233	2898	11.9589	63	0	0	47	47	0	1	0	3	7	10	6	5	NULL	NULL	1	NULL	NULL	NULL	NULL	2	NULL	3	0.4331	55958	0
www.forum-norwegia.pl	http://www.forum-norwegia.pl/viewtopic.php?f=128&t=6429&start=24	200	NULL	NULL	NULL	2007-03-07 08:17:43.0000	34.2319	4.5688	1284.0000	213.0000	54022	6998	12.9540	54	0	0	119	119	0	1	0	15	7	8	11	9	NULL	NULL	NULL	1	NULL	4	NULL	NULL	3	4	0.3682	146710	0
www.forum.eprogramy.net	http://www.forum.eprogramy.net/index.php?showtopic=315&view=getnewpost	200	NULL	NULL	NULL	2005-10-17 00:17:28.0000	NULL	NULL	NULL	NULL	173090	12350	7.1350	94	0	0	413	413	0	1	0	1	23	31	32	163	NULL	1	NULL	NULL	NULL	NULL	12	17	16	51	1.3075	132382	0
www.forum.fora.pl	http://www.forum.fora.pl/hydepark,4/ktore-macie-miejsce-w-wyszukiwarkach,20421-45.html	200	NULL	NULL	NULL	2005-05-27 06:39:24.0000	NULL	NULL	NULL	NULL	43724	4156	9.5051	58	41	42	104	102	2	1	0	20	11	11	12	16	NULL	1	NULL	NULL	NULL	9	5	5	5	7	0.3430	127475	0
www.forum.fora.pl	http://www.forum.fora.pl/hydepark,4/reczne-promowanie-forum,15103.html	200	NULL	NULL	NULL	2005-05-27 06:39:24.0000	NULL	NULL	NULL	NULL	74613	8663	11.6106	44	41	42	180	178	2	1	0	28	23	21	19	22	NULL	NULL	NULL	NULL	1	13	8	9	5	11	0.4167	179071	0
www.forum.glodne.pl	http://www.forum.glodne.pl/3-vt780.html?postdays=0&postorder=asc&start=30	404	NULL	NULL	NULL	2003-12-27 04:27:46.0000	31.2236	4.1821	1212.0000	6.0000	23274	1445	6.2086	0	0	0	37	37	0	0	0	3	NULL	14	10	10	NULL	NULL	NULL	NULL	NULL	3	NULL	14	10	10	0.6807	34191	0
www.forum.ipo.pl	http://www.forum.ipo.pl/index.php?showtopic=4359	200	NULL	NULL	NULL	2006-06-23 01:17:07.0000	NULL	NULL	NULL	NULL	114193	11611	10.1679	42	0	0	214	213	1	1	0	10	15	15	19	10	NULL	NULL	1	NULL	NULL	4	5	5	7	5	0.6468	176558	0
www.forum.optymalizacja.com	http://www.forum.optymalizacja.com/topic/107624-lista-seokatalogow/	200	NULL	NULL	NULL	2004-06-03 00:45:01.0000	48.2703	6.1655	10094.0000	1594.0000	330115	77244	23.3991	93	521	0	1733	105	1628	0	0	301	472	452	383	92	NULL	NULL	NULL	NULL	NULL	280	472	452	367	27	1.7332	190460	0
www.forum.optymalizacja.com	http://www.forum.optymalizacja.com/topic/133697-programy-partnerskie-turystyka/	200	NULL	NULL	NULL	2004-06-03 00:45:01.0000	48.2703	6.1655	10094.0000	1594.0000	71612	4223	5.8971	116	510	0	114	76	38	0	1	2	19	21	18	32	NULL	NULL	1	NULL	NULL	NULL	3	5	3	20	1.1583	61822	0
www.forum.optymalizacja.com	http://www.forum.optymalizacja.com/topic/15368-przekierowanie-domeny-bez-www-na-z-www/	200	NULL	NULL	NULL	2004-06-03 00:45:01.0000	48.2703	6.1655	10094.0000	1594.0000	114441	2491	2.1767	127	473	0	177	104	73	0	1	15	24	28	32	44	NULL	NULL	NULL	1	NULL	2	1	7	13	20	1.1072	103364	0
www.forum.optymalizacja.com	http://www.forum.optymalizacja.com/topic/24388-pozycjonowanie-jest-prawie-dla-kazdego/	200	NULL	NULL	NULL	2004-06-03 00:45:01.0000	48.2703	6.1655	10094.0000	1594.0000	125133	19322	15.4412	116	511	0	175	105	70	0	1	17	22	29	32	45	NULL	NULL	1	NULL	NULL	2	4	7	9	22	1.1825	105820	0
www.forum.swidnik.net	http://www.forum.swidnik.net/viewtopic.php?t=359&start=25	200	NULL	NULL	NULL	2006-12-14 17:28:34.0000	32.4750	5.1226	3334.0000	1619.0000	41517	8357	20.1291	59	92	103	108	108	0	2	0	6	10	10	10	6	NULL	2	NULL	NULL	NULL	NULL	1	2	NULL	4	0.3233	128417	0
www.forum.swidnik.net	http://www.forum.swidnik.net/viewtopic.php?t=778&start=350	200	NULL	NULL	NULL	2006-12-14 17:28:34.0000	32.4750	5.1226	3334.0000	1619.0000	67300	17063	25.3536	40	92	103	184	184	0	1	0	11	18	12	15	12	NULL	NULL	NULL	1	NULL	NULL	3	NULL	2	4	0.6060	111047	0
www.forum.wirtualnyknurow.pl	http://www.forum.wirtualnyknurow.pl/viewtopic.php?p=118942	200	NULL	NULL	NULL	2008-05-14 17:39:24.0000	25.6066	4.2056	129.0000	1.0000	32961	2228	6.7595	67	0	0	47	47	0	1	0	NULL	6	4	4	3	NULL	NULL	NULL	1	NULL	NULL	1	1	1	2	0.1874	175893	0
www.forum.wirtualnyknurow.pl	http://www.forum.wirtualnyknurow.pl/viewtopic.php?t=3003&postdays=0&postorder=asc&start=15	200	NULL	NULL	NULL	2008-05-14 17:39:24.0000	25.6066	4.2056	129.0000	1.0000	75512	7071	9.3641	51	0	0	143	143	0	1	0	6	7	7	6	5	NULL	NULL	1	NULL	NULL	1	NULL	2	NULL	3	0.5493	137457	0
www.forum.wolsztyn.pl	http://www.forum.wolsztyn.pl/index.php?topic=56.30	200	NULL	NULL	NULL	2012-11-17 07:12:55.0000	46.6255	4.5487	4555.0000	17.0000	38724	4572	11.8066	15	15	17	70	62	8	3	0	3	NULL	1	4	4	NULL	NULL	3	NULL	NULL	NULL	NULL	1	4	3	1.6439	23556	0
www.forumgliwice.pl	http://www.forumgliwice.pl/salon.itaka.juz.w.c.h..forum.aktualnosci.centrum.forum/news/show/1877	200	NULL	NULL	NULL	2006-03-08 12:26:13.0000	22.8760	4.5911	907.0000	703.0000	37493	3935	10.4953	55	303	0	62	62	0	1	0	NULL	NULL	17	19	24	NULL	NULL	NULL	NULL	1	NULL	NULL	1	2	1	0.3516	106638	0
www.forumjezykowe.com.pl	http://www.forumjezykowe.com.pl/viewtopic.php?p=498	200	NULL	NULL	NULL	2008-03-09 18:58:35.0000	32.6359	4.8888	358.0000	186.0000	57873	9271	16.0196	26	0	0	146	146	0	1	0	11	19	10	13	7	NULL	1	NULL	NULL	NULL	1	14	3	5	5	1.4848	38977	0
www.freha.pl	http://www.freha.pl/lofiversion/index.php?t11149.html	200	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	59050	37652	63.7629	25	0	0	35	35	0	1	0	12	7	6	6	4	NULL	1	NULL	NULL	NULL	1	7	6	6	3	0.5869	100615	0
www.fukkad.com	http://www.fukkad.com/cgi/pod.cgi/Computers/odp.pl?search=/World/Polski/Dom/Informacje_dla_konsumentów/	200	NULL	NULL	NULL	2000-08-29 06:12:17.0000	32.8375	5.3605	3647.0000	1645.0000	22385	2600	11.6149	57	0	0	78	78	0	1	0	15	17	15	13	17	NULL	NULL	NULL	1	NULL	NULL	NULL	2	6	12	2.0269	11043	0
www.fundacjadzieciom.pl	http://www.fundacjadzieciom.pl/fundacja.html,178,2	200	NULL	NULL	NULL	2004-05-13 15:05:13.0000	18.0320	4.4031	91.0000	91.0000	24282	4545	18.7176	45	0	138	36	36	0	1	0	NULL	10	12	4	10	NULL	NULL	NULL	NULL	1	NULL	NULL	1	1	10	0.2840	85492	0
www.fuw.edu.pl	http://www.fuw.edu.pl/~ajduk/WORLD/worldtra.html	200	NULL	NULL	NULL	1998-01-20 06:02:39.0000	NULL	NULL	NULL	NULL	4107	889	21.6460	16	0	0	52	52	0	1	0	7	12	10	11	12	NULL	NULL	NULL	1	NULL	7	12	10	11	12	0.3338	12303	0
www.gabclinic.com	http://www.gabclinic.com/	200	NULL	NULL	NULL	2013-06-10 15:05:52.0000	20.2679	4.1298	23.0000	9.0000	23103	2292	9.9208	73	0	0	89	87	2	1	0	33	18	5	14	15	NULL	NULL	1	NULL	NULL	5	NULL	1	5	13	0.2114	109293	0
www.galaappaward.pl	http://www.galaappaward.pl/	200	NULL	NULL	NULL	2015-02-02 00:14:35.0000	22.9885	4.6946	456.0000	437.0000	24231	4509	18.6084	18	0	0	89	89	0	1	0	26	19	26	9	9	NULL	NULL	NULL	1	NULL	22	13	12	9	1	0.3449	70260	0
www.galaxy-centrum.pl	http://www.galaxy-centrum.pl/en/services/itaka-travel-agency.html	200	NULL	NULL	NULL	2011-09-03 12:22:00.0000	30.1041	6.9431	875.0000	608.0000	21323	897	4.2067	56	0	28	45	45	0	1	0	1	13	10	14	6	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	2	2	0.4844	44019	0
www.galaxy-centrum.pl	http://www.galaxy-centrum.pl/uslugi/itaka-biuro-turystyczne.html	200	NULL	NULL	NULL	2011-09-03 12:22:00.0000	30.1041	6.9431	875.0000	608.0000	23508	1561	6.6403	60	183	41	48	48	0	1	0	2	12	11	13	9	NULL	NULL	NULL	1	NULL	NULL	1	NULL	2	3	0.5309	44278	0
www.galeria-amber.com.pl	http://www.galeria-amber.com.pl/pl/zakupy/uslugi/pokaz/67,itaka	200	NULL	NULL	NULL	2011-12-06 19:26:12.0000	19.9647	4.9476	327.0000	100.0000	17799	2743	15.4110	40	302	1033	81	79	2	1	0	NULL	20	5	7	20	NULL	1	NULL	NULL	NULL	NULL	5	NULL	NULL	3	1.1680	15239	0
www.galeria-warminska.pl	http://www.galeria-warminska.pl/en/shops/itaka	200	NULL	NULL	NULL	2010-10-03 11:05:52.0000	30.0139	5.2450	7666.0000	7540.0000	62904	3600	5.7230	26	97	269	40	40	0	1	0	14	NULL	NULL	18	8	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	2	1.0279	61198	0
www.galeria-warminska.pl	http://www.galeria-warminska.pl/pl/sklepy/itaka	200	NULL	NULL	NULL	2010-10-03 11:05:52.0000	30.0139	5.2450	7666.0000	7540.0000	63975	4219	6.5948	26	97	269	40	40	0	1	0	14	NULL	NULL	19	7	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	2	0.2774	230619	0
www.galeriaecho.pl	http://www.galeriaecho.pl/pl/zakupy/uslugi/pokaz/109,itaka	200	NULL	NULL	NULL	2004-07-30 03:52:51.0000	30.9501	4.8907	660.0000	396.0000	21579	2429	11.2563	47	168	1521	73	60	13	0	1	NULL	27	21	20	3	NULL	NULL	1	NULL	NULL	NULL	3	1	2	1	0.3716	58064	0
www.galeriaolimpia.pl	http://www.galeriaolimpia.pl/pl/zakupy/uslugi/pokaz/365,itaka	200	NULL	NULL	NULL	2012-12-06 02:46:37.0000	18.1710	4.3251	501.0000	332.0000	13912	811	5.8295	27	186	54	51	46	5	0	1	NULL	14	20	17	NULL	NULL	NULL	NULL	1	NULL	NULL	1	NULL	4	NULL	2.4891	5589	0
www.gapula.pl	http://www.gapula.pl/gdzie-nas-kupisz	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	5746	616	10.7205	29	0	0	39	39	0	1	0	NULL	6	11	9	13	NULL	NULL	NULL	NULL	1	NULL	2	NULL	NULL	10	0.2693	21337	0
www.gdzietylkochce.com	http://www.gdzietylkochce.com/warto-byc-na-czasie-czyli-rss-moim-przyjacielem/	200	NULL	NULL	NULL	2011-01-16 20:14:19.0000	NULL	NULL	NULL	NULL	45218	9093	20.1092	64	0	29	105	93	12	1	0	7	28	17	22	30	NULL	1	NULL	NULL	NULL	NULL	21	3	3	4	0.4376	103329	0
www.gdzietylkochce.com	http://www.gdzietylkochce.com/zyje/	200	NULL	NULL	NULL	2011-01-16 20:14:19.0000	NULL	NULL	NULL	NULL	57827	10004	17.2999	26	0	0	124	103	21	1	0	7	23	30	22	41	NULL	1	NULL	NULL	NULL	NULL	4	9	4	4	0.5339	108301	0
www.git2011.pl	http://www.git2011.pl/raport	200	NULL	NULL	NULL	2011-09-23 17:44:25.0000	24.1467	5.0570	364.0000	347.0000	30153	3960	13.1330	91	0	0	131	131	0	1	0	22	28	25	42	14	NULL	NULL	NULL	1	NULL	16	22	14	37	2	0.3403	88609	0
www.glazorczyk.republika.pl	http://www.glazorczyk.republika.pl/hobby.htm	200	NULL	NULL	NULL	NULL	66.0728	0.0000	0.0000	0.0000	9739	771	7.9166	15	0	0	17	17	0	1	0	NULL	3	2	5	7	NULL	NULL	NULL	1	NULL	NULL	NULL	1	1	NULL	0.2061	47248	0
www.gltour.com.ua	http://www.gltour.com.ua/index.php/component/content/?view=featured	200	NULL	NULL	NULL	2013-06-13 14:02:16.0000	12.3629	0.0000	0.0000	0.0000	25839	2041	7.8989	20	0	0	39	39	0	3	0	2	11	8	9	6	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	3	2	1.5631	16530	0
